[0mPOST /api/v1/auth/login [33m400[0m 6.212 ms - 117[0m
::1 - - [17/Nov/2025:17:56:47 +0000] "POST /api/v1/categories HTTP/1.1" 400 82 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:57:06 +0000] "POST /api/v1/categories HTTP/1.1" 400 86 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:57:09 +0000] "POST /api/v1/categories HTTP/1.1" 400 82 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:57:17 +0000] "POST /api/v1/categories HTTP/1.1" 200 58 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:57:21 +0000] "GET /api/v1/categories HTTP/1.1" 200 1806 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:58:48 +0000] "PATCH /api/v1/categories HTTP/1.1" 400 84 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:59:10 +0000] "PATCH /api/v1/categories HTTP/1.1" 400 82 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:59:19 +0000] "PATCH /api/v1/categories HTTP/1.1" 400 82 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:59:22 +0000] "PATCH /api/v1/categories HTTP/1.1" 400 82 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:17:59:30 +0000] "PATCH /api/v1/categories/asdfas HTTP/1.1" 404 165 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:00:49 +0000] "PATCH /api/v1/categories/asdfas HTTP/1.1" 400 86 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:01:02 +0000] "PATCH /api/v1/categories/asdfas HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:03:03 +0000] "PATCH /api/v1/categories/asdfas HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:03:41 +0000] "PATCH /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:03:54 +0000] "PATCH /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:05:03 +0000] "PATCH /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 400 58 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:05:43 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 500 241 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:09:04 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:09:22 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:15:36 +0000] "GET /api/v1/categories HTTP/1.1" 200 26 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:15:53 +0000] "GET /api/v1/categories HTTP/1.1" 200 26 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:16:19 +0000] "GET /api/v1/categories HTTP/1.1" 200 1668 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:18:22 +0000] "POST /api/v1/categories HTTP/1.1" 200 56 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:28:52 +0000] "POST /api/v1/categories HTTP/1.1" 409 57 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:29:12 +0000] "PATCH /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:29:27 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [17/Nov/2025:18:29:29 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:15:23 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:16:22 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:17:24 +0000] "DELETE /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:17:32 +0000] "DELETE /api/v1/categories/019a9308-08eb-745c-ac26-49c9a97805b1 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:18:00 +0000] "POST /api/v1/categories HTTP/1.1" 409 57 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:20:44 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:21:58 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:22:32 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:22:49 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:23:24 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:26:38 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:27:22 +0000] "POST /api/v1/categories HTTP/1.1" 200 58 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:28:11 +0000] "POST /api/v1/categories HTTP/1.1" 200 58 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:28:51 +0000] "POST /api/v1/categories HTTP/1.1" 404 48 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:29:18 +0000] "POST /api/v1/categories HTTP/1.1" - - "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:29:19 +0000] "POST /api/v1/categories HTTP/1.1" - - "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:29:27 +0000] "POST /api/v1/categories HTTP/1.1" - - "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:29:30 +0000] "GET /api/v1/categories HTTP/1.1" 200 1668 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:29:40 +0000] "POST /api/v1/categories HTTP/1.1" - - "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:30:17 +0000] "POST /api/v1/categories HTTP/1.1" 409 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:30:37 +0000] "POST /api/v1/categories HTTP/1.1" 409 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:31:31 +0000] "POST /api/v1/categories HTTP/1.1" 409 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:31:55 +0000] "POST /api/v1/categories HTTP/1.1" 404 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:34:34 +0000] "POST /api/v1/categories HTTP/1.1" 404 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:36:21 +0000] "POST /api/v1/categories HTTP/1.1" 200 58 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:36:25 +0000] "POST /api/v1/categories HTTP/1.1" 404 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:36:46 +0000] "POST /api/v1/categories HTTP/1.1" 404 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:38:28 +0000] "PATCH /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 500 139 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:39:19 +0000] "PATCH /api/v1/categories/019a9277-b182-75e5-9553-23c66813d257 HTTP/1.1" 409 51 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:39:24 +0000] "GET /api/v1/categories HTTP/1.1" 200 1668 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:39:45 +0000] "PATCH /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:40:28 +0000] "DELETE /api/v1/categories/019a9308-08eb-745c-ac26-49c9a97805b1 HTTP/1.1" 404 51 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:40:41 +0000] "DELETE /api/v1/categories/019a9308-0927-7184-9de9-b1bc7e35d687 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:40:47 +0000] "POST /api/v1/categories HTTP/1.1" 409 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:40:56 +0000] "POST /api/v1/categories HTTP/1.1" 409 47 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:41:11 +0000] "DELETE /api/v1/categories/019a9308-0927-7184-9de9-b1bc7e35d687 HTTP/1.1" 404 51 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:41:33 +0000] "DELETE /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 200 62 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:41:36 +0000] "POST /api/v1/categories HTTP/1.1" 200 58 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:47:54 +0000] "GET /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 409 51 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:49:43 +0000] "GET /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 409 51 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:49:49 +0000] "GET /api/v1/categories HTTP/1.1" 200 1668 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:50:05 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 500 98 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:50:17 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 500 95 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:50:24 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 200 5248 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:05:50:46 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 200 5209 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:09:21 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 200 5209 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:09:43 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 200 5209 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:10:04 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 200 5209 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:11:51 +0000] "GET /api/v1/categories/019a9aa9-1b30-71ef-a589-38723362eeb2 HTTP/1.1" 401 56 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:12:06 +0000] "DELETE /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 404 196 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:12:34 +0000] "DELETE /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 401 56 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:13:16 +0000] "DELETE /api/v1/categories/019a9a9d-242b-726d-a339-a6016e683899 HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:19:33 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 354 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:20:40 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:21:00 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:21:17 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:21:52 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:21:58 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:22:15 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:22:34 +0000] "GET /api/v1/categories HTTP/1.1" 401 72 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:22:47 +0000] "GET /api/v1/categories HTTP/1.1" 500 121 "-" "PostmanRuntime/7.49.1"
